system:index,B11,B12,B2,B3,B4,B8,class,.geo
2_237_0,0.5225,0.4298,0.2152,0.2434,0.2792,0.3792,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_238_0,0.5153,0.4432,0.5328,0.502,0.4892,0.582,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_239_0,0.2194,0.2141,0.206,0.216,0.2144,0.201,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_240_0,0.3906,0.34,0.2135,0.2484,0.275,0.37715,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_241_0,0.44125,0.4064,0.2051,0.21985,0.2673,0.3416,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_242_0,0.5361,0.4413,0.4253,0.4142,0.3923,0.52265,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_243_0,0.508,0.4126,0.1736,0.2098,0.2532,0.3766,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_244_0,0.38755,0.35465,0.20775,0.2413,0.258,0.3456,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_245_0,0.3726,0.3084,0.2002,0.226,0.2562,0.3732,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_246_0,0.4955,0.4528,0.2028,0.258,0.2906,0.4192,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_247_0,0.23,0.2216,0.2534,0.2554,0.2322,0.2224,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_248_0,0.3161,0.2507,0.1994,0.2386,0.235,0.3274,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_249_0,0.38245,0.25395,0.2294,0.3122,0.3548,0.48725,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_250_0,0.461,0.43475,0.2655,0.2868,0.3154,0.377,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_251_0,0.3606,0.3611,0.2324,0.2628,0.2828,0.28415,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_252_0,0.12845,0.12805,0.13545,0.14145,0.1286,0.12015,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_253_0,0.5321,0.4909,0.5448,0.53,0.504,0.5924,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_254_0,0.469,0.4378,0.4588,0.452,0.4363,0.5286,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_255_0,0.2403,0.2349,0.2576,0.2672,0.252,0.2284,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_256_0,0.43955,0.38685,0.2161,0.261,0.3037,0.37215,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_257_0,0.4376,0.3487,0.3752,0.3513,0.3234,0.4846,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_258_0,0.2154,0.2116,0.1982,0.2128,0.215,0.1918,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_259_0,0.39365,0.3567,0.31545,0.3211,0.3082,0.4155,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_260_0,0.5542,0.4665,0.5472,0.5388,0.484,0.6288,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_261_0,0.3828,0.30195,0.26825,0.28035,0.2799,0.4047,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_262_0,0.2184,0.2166,0.2064,0.2198,0.2164,0.203,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_263_0,0.424,0.3594,0.369,0.3644,0.3396,0.4896,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_264_0,0.44505,0.38905,0.18655,0.2265,0.2582,0.35165,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_265_0,0.4107,0.383,0.1832,0.2052,0.2722,0.3126,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_266_0,0.46675,0.407,0.20775,0.2377,0.277,0.3852,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_267_0,0.5228,0.43905,0.4782,0.4756,0.4404,0.5982,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_268_0,0.37905,0.34225,0.2052,0.2282,0.275,0.3523,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_269_0,0.4782,0.4441,0.4784,0.4868,0.4672,0.5716,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_270_0,0.523,0.4971,0.2021,0.2246,0.2656,0.374,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_271_0,0.5346,0.4588,0.5695,0.54495,0.5051,0.63565,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_272_0,0.4397,0.3949,0.2006,0.2428,0.3006,0.3502,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_273_0,0.2183,0.2152,0.2286,0.2324,0.228,0.2096,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_274_0,0.3891,0.3337,0.1777,0.1982,0.2439,0.32425,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_275_0,0.6266,0.54045,0.72345,0.68945,0.66355,0.74295,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_276_0,0.3532,0.2235,0.3326,0.2988,0.3148,0.3954,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_277_0,0.4533,0.447,0.2108,0.2562,0.2886,0.359,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_278_0,0.5751,0.501,0.514,0.508,0.4972,0.646,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_279_0,0.58815,0.4851,0.80265,0.7642,0.6998,0.77135,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_280_0,0.5891,0.4597,0.794,0.7552,0.6997,0.8144,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_281_0,0.2458,0.2307,0.2558,0.2758,0.2564,0.2222,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_282_0,0.3669,0.3236,0.2792,0.3042,0.301,0.306,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_283_0,0.40145,0.34135,0.3091,0.3086,0.3033,0.3846,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_284_0,0.5016,0.4395,0.2752,0.2973,0.3109,0.4476,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_285_0,0.5887,0.53105,0.5216,0.50695,0.4911,0.5888,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_286_0,0.46495,0.4016,0.2663,0.3077,0.3204,0.47935,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_287_0,0.54325,0.4795,0.48255,0.47285,0.4399,0.649,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_288_0,0.51295,0.40965,0.47115,0.46465,0.43475,0.6476,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_289_0,0.4814,0.4285,0.4196,0.422,0.412,0.5616,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_290_0,0.4182,0.392,0.2036,0.2376,0.2864,0.3612,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_291_0,0.40665,0.3623,0.19825,0.2397,0.2642,0.36265,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_292_0,0.5266,0.46635,0.33805,0.3442,0.346,0.4672,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_293_0,0.4403,0.3415,0.2548,0.2866,0.3026,0.4484,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_294_0,0.5184,0.4268,0.4976,0.5008,0.4788,0.5776,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_295_0,0.4133,0.36625,0.18935,0.2172,0.2566,0.3341,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_296_0,0.4215,0.3523,0.1761,0.21,0.2426,0.3586,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_297_0,0.3998,0.3411,0.2554,0.2748,0.2836,0.3996,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_298_0,0.41235,0.346,0.2298,0.26745,0.2736,0.371,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_299_0,0.512,0.42335,0.3618,0.37,0.372,0.5092,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
